tract_name,population,median_income,B25003_002E,B25003_003E,state,county,tract,total_housing,renter_rate,area_sq_miles,population_density,median_age,data_source
Census Tract 5553.04; Harris County; Texas,9655,150076,2651,319,48,201,555304,2970,0.10740740740740741,1.0,9655.0,35,census_api
Census Tract 5553.05; Harris County; Texas,12079,199375,2875,1014,48,201,555305,3889,0.260735407559784,1.0,12079.0,35,census_api
Census Tract 5554.01; Harris County; Texas,2619,78333,714,182,48,201,555401,896,0.203125,1.0,2619.0,35,census_api
Census Tract 5554.03; Harris County; Texas,5192,80016,916,919,48,201,555403,1835,0.500817438692098,1.0,5192.0,35,census_api
Census Tract 5554.04; Harris County; Texas,4163,43722,570,1259,48,201,555404,1829,0.6883542919628212,1.0,4163.0,35,census_api
Census Tract 5555.01; Harris County; Texas,6109,95697,1726,288,48,201,555501,2014,0.14299900695134063,1.0,6109.0,35,census_api
Census Tract 5555.03; Harris County; Texas,13599,117632,4074,453,48,201,555503,4527,0.10006626905235255,1.0,13599.0,35,census_api
Census Tract 5555.04; Harris County; Texas,7233,116700,1916,692,48,201,555504,2608,0.26533742331288346,1.0,7233.0,35,census_api
Census Tract 5555.05; Harris County; Texas,10277,131263,2553,698,48,201,555505,3251,0.21470316825592126,1.0,10277.0,35,census_api
Census Tract 5556; Harris County; Texas,6911,136417,2022,80,48,201,555600,2102,0.038058991436726926,1.0,6911.0,35,census_api
Census Tract 5557.01; Harris County; Texas,11826,133341,2907,546,48,201,555701,3453,0.158123370981755,1.0,11826.0,35,census_api
Census Tract 5557.03; Harris County; Texas,6646,122891,1582,533,48,201,555703,2115,0.2520094562647754,1.0,6646.0,35,census_api
Census Tract 5557.04; Harris County; Texas,8099,158397,2197,105,48,201,555704,2302,0.045612510860121636,1.0,8099.0,35,census_api
Census Tract 5560; Harris County; Texas,11421,78951,2714,1153,48,201,556000,3867,0.29816395138350144,1.0,11421.0,35,census_api
Census Tract 5561; Harris County; Texas,3821,127438,1183,42,48,201,556100,1225,0.03428571428571429,1.0,3821.0,35,census_api
Census Tract 9800; Harris County; Texas,13,-666666666,6,0,48,201,980000,6,0.0,1.0,13.0,35,census_api
Census Tract 9802; Harris County; Texas,9090,71667,4,52,48,201,980200,56,0.9285714285714286,1.0,9090.0,35,census_api
Census Tract 9807; Harris County; Texas,1604,130563,271,908,48,201,980700,1179,0.7701441899915182,1.0,1604.0,35,census_api
